Rk,Date,Tm,Opp,GS,MP,FG,FGA,FG_percent,ThreeP,ThreePA,ThreeP_percent,FT,FTA,FT_percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus.Minus,TS_percent,eFG_percent,ORB_percent,DRB_percent,TRB_percent,AST_percent,STL_percent,BLK_percent,TOV_percent,USG_percent,ORtg,DRtg,Season,WL,Year,TmPTS,All_star
4,11/7/12,HOU,DEN,1,38.33,5,15,0.333,0,5,0,5,7,0.714,1,2,3,2,5,0,6,1,15,7,-6,0.415,0.333,2.6,5.8,4.1,10.1,6.7,0,24.9,26.9,72,96,regular,L,2012,114,2
5,11/9/12,HOU,MEM,1,40.63,4,18,0.222,1,6,0.167,9,10,0.9,2,2,4,4,0,2,5,1,18,7.4,-2,0.402,0.25,7.9,4.6,5.8,18,0,3.2,18.2,31.5,84,111,regular,L,2012,149,2
6,11/10/12,HOU,DET,1,35.27,6,14,0.429,2,6,0.333,6,7,0.857,0,5,5,2,0,0,5,0,20,10.1,11,0.585,0.5,0,15.1,7.8,11,0,0,22.6,28,91,95,regular,W,2012,103,2
7,11/12/12,HOU,MIA,1,39.83,6,17,0.353,1,6,0.167,9,11,0.818,0,3,3,5,1,1,2,4,22,14.2,-9,0.504,0.382,0,8.6,4.3,20.9,1.3,1.8,8.4,27.2,109,123,regular,L,2012,109,2
8,11/14/12,HOU,NOH,1,39.32,10,20,0.5,1,7,0.143,9,11,0.818,0,3,3,4,0,1,1,2,30,21.8,-2,0.604,0.525,0,8.7,4.7,20.5,0,2,3.9,31.3,126,110,regular,W,2012,102,2
9,11/16/12,HOU,POR,1,43.43,8,18,0.444,2,4,0.5,11,12,0.917,2,4,6,6,3,0,4,4,29,23.4,0,0.623,0.5,5.7,11.9,8.7,23.4,3.6,0,14.7,27.8,127,115,regular,L,2012,92,2
10,11/18/12,HOU,LAL,1,38.32,7,18,0.389,3,7,0.429,3,5,0.6,0,2,2,7,1,0,5,2,20,10.1,-10,0.495,0.472,0,6.3,3,24.9,1.3,0,19.8,28,91,122,regular,L,2012,88,2
11,11/19/12,HOU,UTA,1,17.48,1,6,0.167,1,2,0.5,3,3,1,0,2,2,3,0,1,2,2,6,2.8,-13,0.41,0.25,0,11.4,5.3,30.2,0,3.9,21.5,22.5,81,107,regular,L,2012,93,2
12,11/21/12,HOU,CHI,1,42.42,8,14,0.571,3,7,0.429,9,13,0.692,1,3,4,3,5,0,6,3,28,21.3,6,0.71,0.679,2.7,6.7,4.9,14.8,5.8,0,23.3,26.3,113,87,regular,W,2012,98,2
13,11/23/12,HOU,NYK,1,39.42,7,15,0.467,3,5,0.6,16,16,1,0,4,4,9,1,1,3,3,33,30.3,27,0.749,0.567,0,11.1,6.2,29.2,1.2,2.6,12,26.4,154,106,regular,W,2012,91,2
14,11/27/12,HOU,TOR,1,43.6,9,19,0.474,4,8,0.5,2,3,0.667,1,5,6,12,3,1,4,1,24,23.8,13,0.591,0.579,2.8,12.5,7.9,38.8,3.5,1.7,16.4,25.2,122,104,regular,W,2012,109,2
15,11/28/12,HOU,OKC,1,39.45,3,16,0.188,2,5,0.4,9,11,0.818,1,1,2,3,1,0,3,2,17,6.5,-17,0.408,0.25,2.6,3.3,2.9,11.3,1.3,0,12.6,25,91,132,regular,L,2012,98,2
16,12/1/12,HOU,UTA,1,39.27,7,16,0.438,1,3,0.333,3,3,1,1,1,2,7,1,0,5,2,18,10.7,-3,0.52,0.469,3.4,3.1,3.2,22.9,1.2,0,22.4,24.7,101,125,regular,W,2012,115,2
17,12/4/12,HOU,LAL,1,37.72,3,19,0.158,0,4,0,9,11,0.818,5,5,10,6,1,0,4,4,15,6.7,3,0.315,0.158,10.8,14.5,12.4,22.3,1.3,0,14.4,28.4,81,107,regular,W,2012,115,2
18,12/7/12,HOU,SAS,1,34.43,10,16,0.625,3,6,0.5,6,7,0.857,0,3,3,5,4,0,3,1,29,26.4,-15,0.76,0.719,0,12.7,4.8,30.2,5.4,0,13.6,26.4,132,105,regular,L,2012,77,2
19,12/8/12,HOU,DAL,1,45.78,10,17,0.588,4,9,0.444,15,16,0.938,0,6,6,9,2,1,6,3,39,34.3,-7,0.811,0.706,0,14.3,8.2,38.5,2.1,1.6,20,29.2,135,114,regular,L,2012,109,2
20,12/10/12,HOU,SAS,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2012,103,2
21,12/12/12,HOU,WAS,1,39.3,10,20,0.5,2,6,0.333,9,9,1,1,3,4,2,3,0,5,0,31,22,8,0.647,0.55,2.9,7.2,5.3,11.2,3.7,0,17.3,33,109,94,regular,W,2012,106,2
22,12/14/12,HOU,BOS,1,38.37,6,17,0.353,2,7,0.286,7,8,0.875,0,5,5,5,3,0,1,1,21,17.7,16,0.512,0.412,0,13.3,7.3,21.2,4,0,4.6,26.1,111,93,regular,W,2012,118,2
23,12/16/12,HOU,TOR,1,41.33,7,18,0.389,0,3,0,14,15,0.933,1,3,4,4,1,1,2,2,28,21.1,-2,0.569,0.389,2.5,8.5,5.3,19.5,1.2,2.1,7.5,29.7,118,109,regular,L,2012,101,2
24,12/17/12,HOU,NYK,1,37.7,9,18,0.5,2,6,0.333,8,9,0.889,1,9,10,3,2,0,1,3,28,23.9,13,0.638,0.556,3.4,23.4,14.6,13.4,2.6,0,4.4,27.7,131,95,regular,W,2012,99,2
25,12/19/12,HOU,PHI,1,37.48,7,12,0.583,2,3,0.667,17,18,0.944,0,2,2,7,0,1,2,3,33,30,32,0.828,0.667,0,5.3,3.2,27.1,0,1.8,9.1,27.8,164,115,regular,W,2012,102,2
26,12/22/12,HOU,MEM,1,30.37,9,13,0.692,3,3,1,10,12,0.833,0,2,2,8,3,0,3,1,31,30.5,14,0.848,0.808,0,8.5,4.2,42.5,4.9,0,14.1,31,153,97,regular,W,2012,95,2
27,12/25/12,HOU,CHI,1,35.88,7,13,0.538,1,2,0.5,11,13,0.846,1,4,5,6,2,1,1,1,26,26.3,26,0.694,0.577,3.9,12.7,8.8,21.9,2.9,2.1,5.1,25.7,152,103,regular,W,2012,103,2
28,12/26/12,HOU,MIN,1,37.62,11,22,0.5,2,5,0.4,6,6,1,2,4,6,3,2,1,3,2,30,22.6,-9,0.609,0.545,5.7,9.8,7.9,20.2,2.7,2.3,10.9,34,113,89,regular,W,2012,119,2
29,12/28/12,HOU,SAS,1,41.03,10,22,0.455,3,4,0.75,10,13,0.769,3,2,5,7,2,0,5,5,33,23,-11,0.595,0.523,8.4,7.5,8,24.6,2.2,0,15.3,31.5,118,118,regular,L,2012,77,2
30,12/29/12,HOU,OKC,1,31.28,6,17,0.353,2,7,0.286,11,14,0.786,0,3,3,1,2,0,4,3,25,12.7,-13,0.54,0.412,0,11,5.2,6.4,2.8,0,14.7,35.1,94,114,regular,L,2012,96,2
31,12/31/12,HOU,ATL,1,34.17,7,17,0.412,2,6,0.333,12,13,0.923,1,1,2,5,2,1,1,1,28,24.3,4,0.616,0.471,3.9,3.5,3.7,20,2.8,2.1,4.2,32.5,131,103,regular,W,2012,103,2
32,1/2/13,HOU,NOH,1,40.48,11,23,0.478,2,8,0.25,7,9,0.778,0,2,2,7,0,0,3,3,31,19.8,13,0.575,0.522,0,4.6,2.5,29.7,0,0,10,34.1,116,106,regular,W,2013,106,2
33,1/4/13,HOU,MIL,1,38.15,11,18,0.611,2,4,0.5,5,7,0.714,1,1,2,7,4,1,2,3,29,27.4,28,0.688,0.667,3.1,2.9,3,28.3,5,1.7,8.7,26.3,136,98,regular,W,2013,98,2
34,1/5/13,HOU,CLE,1,37.93,6,17,0.353,3,9,0.333,14,15,0.933,0,2,2,3,7,1,5,3,29,23.3,2,0.614,0.441,0,5.3,2.9,12.9,9.3,1.9,17.5,32.4,114,98,regular,W,2013,111,2
35,1/8/13,HOU,LAL,1,39.52,11,19,0.579,1,4,0.25,8,8,1,0,6,6,9,0,0,4,2,31,25.4,11,0.688,0.605,0,17.4,9.2,31.6,0,0,15.1,28,132,114,regular,W,2013,102,2
36,1/9/13,HOU,NOH,1,40.58,9,18,0.5,2,4,0.5,5,6,0.833,0,4,4,3,1,0,7,4,25,11.3,2,0.606,0.556,0,10.5,5.6,18.3,1.3,0,25.3,31.8,94,103,regular,L,2013,109,2
37,1/11/13,HOU,BOS,1,39.85,9,19,0.474,2,8,0.25,4,7,0.571,0,1,1,5,2,1,6,1,24,13.2,-7,0.543,0.526,0,3.5,1.5,24.9,2.6,2.2,21.4,31.7,91,111,regular,L,2013,108,2
38,1/12/13,HOU,PHI,1,44.9,10,19,0.526,2,9,0.222,7,8,0.875,1,8,9,6,2,0,4,3,29,23.4,-9,0.644,0.579,2.4,20.9,11.3,24.4,2.2,0,15.1,25.8,118,107,regular,L,2013,107,2
39,1/15/13,HOU,LAC,1,35.18,8,20,0.4,2,9,0.222,5,6,0.833,0,4,4,3,1,0,5,4,23,9.5,-8,0.508,0.45,0,17.1,7.9,13.6,1.5,0,18.1,34.9,94,128,regular,L,2013,105,2
40,1/16/13,HOU,DAL,1,37.38,5,23,0.217,1,8,0.125,9,12,0.75,0,8,8,7,3,0,4,5,20,9,-6,0.354,0.239,0,19,10.4,33.8,3.8,0,12.4,36.6,78,98,regular,L,2013,96,2
41,1/18/13,HOU,IND,1,41.27,5,19,0.263,3,7,0.429,4,5,0.8,1,4,5,7,1,4,5,0,17,10.9,-17,0.401,0.342,3.1,11.9,7.6,28.9,1.3,6.8,19.1,28.2,86,116,regular,L,2013,85,2
42,1/19/13,HOU,MIN,1,38.92,5,18,0.278,0,7,0,8,10,0.8,4,3,7,5,2,0,4,5,18,9.8,-20,0.402,0.278,10.1,11.9,10.8,32.7,2.9,0,15.2,29.5,95,109,regular,L,2013,98,2
43,1/21/13,HOU,CHA,1,41.45,5,20,0.25,0,5,0,19,21,0.905,2,5,7,7,2,0,4,2,29,21.2,-1,0.496,0.25,5.4,13.2,9.3,34.9,2.5,0,12,36.6,108,103,regular,W,2013,106,2
44,1/23/13,HOU,DEN,1,39.15,8,17,0.471,2,6,0.333,5,5,1,0,3,3,7,1,0,7,3,23,12.9,-16,0.599,0.529,0,8.8,4.7,31.6,1.2,0,26.7,29,96,111,regular,L,2013,105,0
45,1/25/13,HOU,NOH,1,35.73,8,15,0.533,2,3,0.667,12,12,1,1,3,4,8,1,0,8,2,30,22.1,4,0.74,0.6,3.8,9.4,6.9,46.2,1.5,0,28.3,36.7,121,98,regular,W,2013,109,0
46,1/26/13,HOU,BRK,1,34.03,7,15,0.467,2,5,0.4,13,14,0.929,1,2,3,7,2,1,0,1,29,29.4,-1,0.685,0.533,3.7,6.6,5.2,29.8,3.1,3.2,0,27.2,166,113,regular,W,2013,85,0
47,1/28/13,HOU,UTA,1,27.67,8,15,0.533,1,5,0.2,8,8,1,1,2,3,3,1,1,0,1,25,22.4,18,0.675,0.567,5,7.2,6.3,15.7,2,2.8,0,31.5,154,95,regular,W,2013,87,0
48,1/30/13,HOU,DEN,1,41.88,6,13,0.462,1,2,0.5,8,12,0.667,2,3,5,4,2,0,6,4,21,12.2,-3,0.574,0.5,5.6,8.4,7,14.3,2.2,0,24.7,23.7,97,114,regular,L,2013,85,0
49,2/2/13,HOU,CHA,1,40.4,6,11,0.545,1,3,0.333,8,9,0.889,0,11,11,11,1,1,3,4,21,23.4,16,0.702,0.591,0,29,15.4,37.5,1.3,2,16.7,20.1,140,100,regular,W,2013,96,0
50,2/5/13,HOU,GSW,1,30.22,5,11,0.455,4,5,0.8,4,8,0.5,0,2,2,7,3,0,1,2,18,17.4,22,0.62,0.636,0,7.1,3.6,29.2,4.9,0,6.4,21.6,138,106,regular,W,2013,110,0
51,2/6/13,HOU,MIA,1,40.75,10,16,0.625,4,7,0.571,12,13,0.923,2,10,12,7,3,0,4,3,36,35.5,-7,0.829,0.75,6.2,30.2,18.4,30.3,3.7,0,15.6,28.3,150,112,regular,L,2013,100,0
52,2/8/13,HOU,POR,1,37.78,13,16,0.813,4,5,0.8,5,6,0.833,1,6,7,11,1,0,3,2,35,36,21,0.939,0.938,4,16.2,11.3,45.8,1.4,0,13.9,28.6,169,115,regular,W,2013,117,0
53,2/10/13,HOU,SAC,1,39.87,10,20,0.5,2,7,0.286,8,11,0.727,3,3,6,4,1,0,4,1,30,21.2,-10,0.604,0.55,8,8.2,8.1,15.1,1.3,0,13.9,31.1,116,127,regular,L,2013,108,0
54,2/12/13,HOU,GSW,1,38.67,7,22,0.318,2,8,0.25,11,11,1,1,6,7,5,3,0,5,0,27,18.4,10,0.503,0.364,2.6,16.2,9.2,18.1,3.7,0,15.7,35,96,103,regular,W,2013,91,0
55,2/13/13,HOU,LAC,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2013,93,0
56,2/20/13,HOU,OKC,1,44.23,14,19,0.737,7,8,0.875,11,12,0.917,1,6,7,6,2,1,2,2,46,44.5,8,0.947,0.921,2.4,14.8,8.4,22.6,2,1.8,7.6,23.7,178,112,regular,W,2013,131,0
57,2/22/13,HOU,BRK,1,42,7,14,0.5,4,7,0.571,4,5,0.8,0,5,5,4,1,0,3,1,22,16.5,9,0.679,0.643,0,13,7.3,13.9,1.3,0,15.6,22.3,121,108,regular,W,2013,117,0
58,2/23/13,HOU,WAS,1,42.48,10,23,0.435,3,11,0.273,4,4,1,1,3,4,6,3,0,3,2,27,19.9,-6,0.545,0.5,2.8,9.7,5.9,25.4,3.8,0,10.8,29.5,117,114,regular,L,2013,98,0
59,2/27/13,HOU,MIL,1,38.33,8,18,0.444,2,6,0.333,7,10,0.7,0,2,2,7,4,0,7,4,25,15.3,-9,0.558,0.5,0,5.8,2.8,27.4,4.9,0,23.8,31.5,95,103,regular,L,2013,124,0
60,3/1/13,HOU,ORL,1,42.15,7,18,0.389,0,5,0,10,11,0.909,0,7,7,8,3,1,2,3,24,22,3,0.525,0.389,0,25.7,12.3,26.8,3.8,2,8.1,27.9,122,114,regular,W,2013,107,0
61,3/3/13,HOU,DAL,1,30.35,5,10,0.5,4,8,0.5,7,9,0.778,0,4,4,7,1,0,0,1,21,21.9,37,0.752,0.7,0,14.4,8.2,29.1,1.6,0,0,20,173,108,regular,W,2013,92,0
62,3/6/13,HOU,DAL,1,39,5,17,0.294,2,7,0.286,16,16,1,1,3,4,9,2,0,2,3,28,24.8,-13,0.582,0.353,3.4,10,6.7,38.4,2.6,0,7.7,30.7,132,119,regular,L,2013,109,0
63,3/8/13,HOU,GSW,1,41.68,3,17,0.176,3,8,0.375,11,14,0.786,1,5,6,11,3,0,3,1,20,17.6,5,0.432,0.265,2.5,11.5,7.2,53.8,3.7,0,11.5,29.8,101,92,regular,W,2013,126,0
64,3/9/13,HOU,PHO,1,42.02,11,17,0.647,7,10,0.7,9,12,0.75,1,4,5,8,1,0,8,3,38,28.6,4,0.853,0.853,2.5,11.1,6.6,37.4,1.2,0,26.4,30.6,131,117,regular,L,2013,99,0
65,3/13/13,HOU,PHO,1,31.88,4,7,0.571,3,5,0.6,7,8,0.875,0,2,2,4,0,0,4,2,18,12.9,34,0.856,0.786,0,7.5,4,18.3,0,0,27.5,19.7,129,90,regular,W,2013,101,0
66,3/15/13,HOU,MIN,1,43.25,8,16,0.5,5,10,0.5,16,18,0.889,0,7,7,8,0,0,5,5,37,28.9,7,0.773,0.656,0,18.9,9.7,32.7,0,0,17.3,30.4,140,112,regular,W,2013,96,0
67,3/17/13,HOU,GSW,1,40.37,6,16,0.375,3,7,0.429,6,6,1,1,9,10,8,3,0,3,3,21,20,-19,0.563,0.469,2.2,24.3,12.1,45.6,3.7,0,13.9,23.8,112,106,regular,L,2013,109,0
68,3/20/13,HOU,UTA,1,38.02,5,14,0.357,2,6,0.333,17,18,0.944,0,2,2,3,2,1,3,3,29,22,7,0.661,0.429,0,6.3,3.2,13.7,2.7,2,12,29.9,128,98,regular,W,2013,125,0
69,3/22/13,HOU,CLE,1,30.73,5,9,0.556,3,5,0.6,7,9,0.778,0,1,1,2,2,0,4,1,20,14.2,21,0.772,0.722,0,3.1,1.8,8.6,3.3,0,23.6,23.9,123,85,regular,W,2013,121,0
70,3/24/13,HOU,SAS,1,40.08,6,16,0.375,2,5,0.4,15,17,0.882,1,8,9,6,2,2,1,1,29,28.7,5,0.618,0.438,2.8,24.6,13.1,29,2.6,4.3,4.1,28,139,98,regular,W,2013,120,0
71,3/27/13,HOU,IND,1,42.72,6,24,0.25,3,10,0.3,7,9,0.778,0,4,4,8,1,0,3,4,22,10,-5,0.393,0.313,0,12.5,5.2,35.6,1.2,0,9.7,32.1,90,114,regular,L,2013,87,0
72,3/29/13,HOU,MEM,1,26.72,3,9,0.333,1,4,0.25,0,0,0,0,1,1,4,2,0,1,1,7,5.6,-16,0.389,0.389,0,5.4,2.3,25.1,4.2,0,10,17.2,96,120,regular,L,2013,116,0
73,3/30/13,HOU,LAC,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,94,0
74,4/1/13,HOU,ORL,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,123,0
75,4/3/13,HOU,SAC,1,39.83,7,19,0.368,2,8,0.25,5,6,0.833,1,6,7,9,0,2,5,2,21,14.5,11,0.485,0.421,3.1,15.1,9.7,32.3,0,3.7,18.8,28.1,100,106,regular,W,2013,104,0
76,4/5/13,HOU,POR,1,35.08,11,21,0.524,4,9,0.444,7,8,0.875,0,7,7,6,1,1,4,0,33,26.3,11,0.673,0.619,0,20,10.9,34.3,1.4,1.9,14,37.7,124,101,regular,W,2013,115,0
77,4/6/13,HOU,DEN,1,28.92,2,10,0.2,0,3,0,10,10,1,1,3,4,5,1,1,3,2,14,10.8,-6,0.486,0.2,3.8,11.6,7.6,23.3,1.6,2.2,17.2,25.1,105,129,regular,L,2013,112,0
78,4/9/13,HOU,PHO,1,44.17,9,21,0.429,2,8,0.25,13,14,0.929,0,6,6,6,3,1,9,3,33,21,2,0.608,0.476,0,16.3,7.7,24,3.4,1.5,24.9,34.9,102,99,regular,W,2013,125,0
79,4/12/13,HOU,MEM,1,43.98,7,24,0.292,5,10,0.5,11,14,0.786,1,6,7,6,2,2,8,4,30,15.3,-3,0.497,0.396,2.3,13.6,8,42.6,2.5,3.3,21,39.2,91,92,regular,L,2013,79,0
80,4/14/13,HOU,SAC,1,31.63,11,16,0.688,4,6,0.667,3,7,0.429,1,3,4,9,2,1,2,0,29,29.2,17,0.76,0.813,4.2,8.3,6.7,48.2,2.9,2,9.5,28.9,145,99,regular,W,2013,91,0
81,4/15/13,HOU,PHO,1,34.22,5,18,0.278,0,7,0,6,11,0.545,0,4,4,2,1,0,4,1,16,2.6,-20,0.35,0.278,0,12.2,6.4,7.8,1.3,0,14.9,31.9,67,116,regular,L,2013,100,0
82,4/17/13,HOU,LAL,1,45.1,8,25,0.32,4,13,0.308,10,12,0.833,2,6,8,3,1,0,6,3,30,14,-4,0.495,0.4,4.8,13.1,9.1,13.8,1.2,0,16.5,39.6,89,104,regular,L,2013,109,0
1,10/30/13,HOU,CHA,1,36.85,7,16,0.438,1,6,0.167,6,6,1,1,2,3,5,1,0,5,1,21,13,9,0.563,0.469,3.3,5,4.3,24.2,1.5,0,21.2,29.5,107,98,regular,W,2013,100,0
2,11/1/13,HOU,DAL,1,39.12,11,17,0.647,4,8,0.5,8,9,0.889,1,3,4,3,4,0,4,2,34,29,22,0.811,0.765,3.1,6.8,5.2,18,4.8,0,16,26.1,142,101,regular,W,2013,95,0
3,11/2/13,HOU,UTA,1,43.02,7,15,0.467,2,6,0.333,7,10,0.7,1,3,4,5,3,1,5,4,23,16.3,10,0.593,0.533,3.4,7.3,5.6,21.3,3.7,1.9,20.5,27.1,108,101,regular,W,2013,79,0
4,11/4/13,HOU,LAC,1,32.8,6,16,0.375,0,7,0,3,5,0.6,1,1,2,5,0,0,2,2,15,7.1,-11,0.412,0.375,3.5,3.5,3.5,22.7,0,0,9.9,25.5,96,139,regular,L,2013,100,0
5,11/5/13,HOU,POR,1,39.57,11,18,0.611,2,7,0.286,9,10,0.9,0,7,7,3,1,2,8,5,33,21,11,0.737,0.667,0,17.7,11,13.2,1.2,4.3,26.3,33.5,114,100,regular,W,2013,95,0
6,11/7/13,HOU,LAL,1,43.9,9,24,0.375,3,9,0.333,14,16,0.875,3,6,9,5,4,2,3,0,35,30.8,2,0.564,0.438,7.8,13.4,10.8,28.5,4.1,3.8,8.8,31.8,115,90,regular,L,2013,100,0
7,11/9/13,HOU,LAC,1,37.58,4,15,0.267,1,6,0.167,3,3,1,1,4,5,5,2,1,3,2,12,7.4,-19,0.368,0.3,3.2,10.9,7.3,21.4,2.7,2,15.5,22.9,81,112,regular,L,2013,119,0
8,11/11/13,HOU,TOR,1,47.72,7,19,0.368,3,9,0.333,9,11,0.818,0,3,3,10,3,1,6,4,26,18.7,3,0.545,0.447,0,5.5,3.3,42.7,3.3,1.4,20.1,28.4,105,96,regular,W,2013,125,0
9,11/13/13,HOU,PHI,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2013,110,0
10,11/14/13,HOU,NYK,1,41.67,9,17,0.529,2,6,0.333,16,18,0.889,2,7,9,2,1,0,5,3,36,26.6,3,0.722,0.588,6.2,19.2,13.1,11.2,1.3,0,16.7,34,131,117,regular,W,2013,109,0
11,11/16/13,HOU,DEN,1,35.68,5,16,0.313,2,6,0.333,5,5,1,2,3,5,9,1,1,3,5,17,13.1,11,0.467,0.375,7.3,7.6,7.5,35.3,1.3,1.8,14.2,24.5,112,113,regular,W,2013,140,0
12,11/19/13,HOU,BOS,1,31.4,5,8,0.625,3,3,1,2,2,1,0,4,4,5,1,1,7,2,15,10,32,0.845,0.813,0,10.2,6.7,22.9,1.6,1.9,44.1,23.9,98,92,regular,W,2013,108,0
13,11/20/13,HOU,DAL,1,42.57,6,14,0.429,2,8,0.25,9,11,0.818,0,1,1,8,0,0,1,4,23,18.1,3,0.61,0.5,0,3.9,1.7,25.6,0,0,5,22,136,140,regular,L,2013,118,0
14,11/23/13,HOU,MIN,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,111,0
15,11/25/13,HOU,MEM,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,116,0
16,11/27/13,HOU,ATL,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,96,0
17,11/29/13,HOU,BRK,1,25.88,1,4,0.25,0,1,0,7,7,1,1,0,1,7,1,0,1,1,9,11.8,22,0.636,0.25,5.2,0,2.2,34.9,2,0,12.4,15.2,156,111,regular,W,2013,122,0
18,11/30/13,HOU,SAS,1,37.32,10,19,0.526,3,5,0.6,8,13,0.615,1,6,7,6,1,1,3,1,31,24.7,3,0.627,0.605,3.1,16.8,10.3,28.4,1.2,2,10.8,29.9,124,103,regular,W,2013,106,0
19,12/2/13,HOU,UTA,1,43.12,12,22,0.545,3,9,0.333,10,10,1,1,2,3,8,1,0,4,5,37,28.3,-12,0.701,0.614,2.7,6,4.2,33.4,1.3,0,13.2,33.9,135,127,regular,L,2013,103,0
20,12/4/13,HOU,PHO,1,41.13,3,17,0.176,0,10,0,8,8,1,0,4,4,2,1,0,5,4,14,0.3,-20,0.341,0.176,0,11.4,5,8.5,1.2,0,19.6,25.2,72,105,regular,L,2013,107,0
21,12/6/13,HOU,GSW,1,39.63,13,22,0.591,1,3,0.333,7,9,0.778,0,7,7,4,1,1,4,2,34,24.8,25,0.655,0.614,0,17.7,8.9,22.8,1.2,2,13.4,31.5,122,86,regular,W,2013,118,0
22,12/8/13,HOU,ORL,1,39.68,7,17,0.412,3,7,0.429,10,11,0.909,4,4,8,10,0,0,3,1,27,25.1,22,0.618,0.5,11.3,8.1,9.4,51.4,0,0,12.1,26.7,136,101,regular,W,2013,136,0
23,12/12/13,HOU,POR,1,41.9,8,18,0.444,2,5,0.4,7,9,0.778,0,6,6,7,1,0,3,2,25,18.7,2,0.569,0.5,0,14.3,6.9,26,1.2,0,12,25.4,115,118,regular,L,2013,108,0
24,12/13/13,HOU,GSW,1,42.27,9,22,0.409,3,8,0.375,5,8,0.625,1,1,2,9,0,0,3,1,26,16.9,19,0.509,0.477,2.6,2.6,2.6,35.5,0,0,10.5,29.6,108,123,regular,W,2013,94,0
25,12/15/13,HOU,SAC,1,33.08,8,18,0.444,3,9,0.333,6,7,0.857,1,2,3,3,1,0,3,3,25,15.4,-4,0.593,0.528,3.1,7.6,5.1,22.4,1.5,0,12.5,32.1,112,110,regular,L,2013,105,0
26,12/18/13,HOU,CHI,1,35.65,7,13,0.538,1,4,0.25,4,4,1,0,4,4,6,3,0,7,3,19,12.9,22,0.644,0.577,0,14.6,7.7,23.4,4.4,0,32.2,28.7,97,98,regular,W,2013,111,0
27,12/20/13,HOU,IND,1,32.53,3,14,0.214,1,5,0.2,5,6,0.833,0,3,3,2,3,0,5,3,12,2.1,-16,0.361,0.25,0,13.4,5.1,10.7,4.6,0,23.1,29.4,63,116,regular,L,2013,108,0
28,12/21/13,HOU,DET,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2013,78,0
29,12/23/13,HOU,DAL,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2013,100,0
30,12/25/13,HOU,SAS,1,41.9,11,16,0.688,3,3,1,3,6,0.5,1,5,6,6,0,2,2,3,28,24.6,19,0.751,0.781,2.7,10.8,7.2,21.2,0,3.2,9.7,22.8,141,108,regular,W,2013,116,0
31,12/26/13,HOU,MEM,1,43.85,2,9,0.222,1,5,0.2,22,25,0.88,1,5,6,5,0,1,2,2,27,23.9,13,0.675,0.278,3,10.1,7.3,19,0,1.5,9.1,24.7,140,108,regular,W,2013,96,0
32,12/28/13,HOU,NOP,1,40.33,7,17,0.412,1,7,0.143,6,7,0.857,1,4,5,2,0,0,3,2,21,11,2,0.523,0.441,2.8,10.1,6.7,8,0,0,13,26.1,103,113,regular,W,2013,91,0
33,12/29/13,HOU,OKC,1,30.05,2,9,0.222,0,3,0,4,5,0.8,2,1,3,3,0,1,2,1,8,4.2,-20,0.357,0.222,5.7,5.2,5.5,17.2,0,2.7,15.2,19.6,80,126,regular,L,2013,94,0
34,12/31/13,HOU,SAC,1,38.7,12,26,0.462,5,11,0.455,9,10,0.9,3,7,10,1,2,0,5,5,38,24.1,-8,0.625,0.558,8.5,22.8,15.1,5.1,2.6,0,14.1,39.4,118,114,regular,L,2013,98,0
35,1/3/14,HOU,NYK,1,44.47,10,19,0.526,5,10,0.5,12,12,1,2,5,7,6,0,0,5,2,37,29,-2,0.762,0.658,5.8,10.6,8.6,27.9,0,0,17.1,31.2,139,118,regular,W,2014,111,0
36,1/8/14,HOU,LAL,1,38.33,14,23,0.609,2,7,0.286,8,11,0.727,1,3,4,4,5,0,1,2,38,33.9,18,0.682,0.652,2.6,7.5,5.1,23.3,6.3,0,3.5,30.9,144,94,regular,W,2014,112,0
